game_name,game iter,trial_no,tool,posx,posy,success,total_attempt
Launch_A,0,1,obj2,121.0,435.0,False,11
Launch_A,0,2,obj1,146.0,434.0,False,11
Launch_A,0,3,obj3,121.0,529.0,False,11
Launch_A,0,4,obj2,152.0,482.0,False,11
Launch_A,0,5,obj1,562.539017859765,534.0524067720412,False,11
Launch_A,0,6,obj1,163.32307033301288,362.4652031823873,False,11
Launch_A,0,7,obj1,507.28875401894913,531.6964388023448,False,11
Launch_A,0,8,obj3,209.29575241738945,443.92406830340224,False,11
Launch_A,0,9,obj3,52.120828127105014,431.1138649651696,False,11
Launch_A,0,10,obj3,346.86551755190106,290.99837881219196,False,11
Launch_A,0,11,obj2,160.0,527.0,False,11
Launch_A,1,1,obj1,431.9487810530268,430.7348355442678,True,4
Launch_A,1,2,obj1,422.0651639403514,429.95460618911125,True,4
Launch_A,1,3,obj1,526.3499078814312,253.18937621307106,True,4
Launch_A,1,4,obj1,45.69985034747015,490.0534840744153,True,4
Launch_A,2,1,obj1,368.23701293854134,341.8965543998883,True,3
Launch_A,2,2,obj1,331.2630466437495,342.9191901974612,True,3
Launch_A,2,3,obj1,32.04271219058248,522.8504633402525,True,3
Launch_A,3,1,obj1,463.2010386921484,449.04879944184745,True,8
Launch_A,3,2,obj3,473.5079505976308,306.17994190300897,True,8
Launch_A,3,3,obj1,453.3874574471471,485.3497664669571,True,8
Launch_A,3,4,obj1,135.0,344.0,True,8
Launch_A,3,5,obj1,290.8327496403497,289.6783652003362,True,8
Launch_A,3,6,obj1,293.0668292956197,321.8439566971653,True,8
Launch_A,3,7,obj1,276.86349887461785,506.7077461774038,True,8
Launch_A,3,8,obj1,99.76033644762238,517.0252588351657,True,8
Launch_A,4,1,obj1,61.784971526066464,453.57590697864384,True,1
Launch_A,5,1,obj1,83.16621164918274,336.6048337877029,True,1
Launch_A,6,1,obj2,130.0,431.0,True,1
Launch_A,7,1,obj3,342.9715192013706,429.5856414064234,True,7
Launch_A,7,2,obj3,108.21443781352994,264.05404121240156,True,7
Launch_A,7,3,obj2,151.0,381.0,True,7
Launch_A,7,4,obj1,423.49005206893185,411.95529192110314,True,7
Launch_A,7,5,obj1,395.0808481528153,421.1557959304328,True,7
Launch_A,7,6,obj3,146.0,450.0,True,7
Launch_A,7,7,obj1,96.95955502378308,400.7296696129698,True,7
Launch_A,8,1,obj1,92.64281979403023,329.0589692562939,True,1
Launch_A,9,1,obj1,396.0739614811605,393.0279890960997,True,3
Launch_A,9,2,obj1,394.68290445281264,390.79704275152983,True,3
Launch_A,9,3,obj1,102.21515259362954,375.88243257675805,True,3
Launch_A,10,1,obj1,89.63222128191647,394.3378861395727,True,1
