game_name,game iter,trial_no,tool,posx,posy,success,total_attempt
Basic_v2,0,1,obj1,499.510557145675,501.22528219914943,True,1
Basic_v2,1,1,obj1,500.3872136051569,497.567366264706,True,1
Basic_v2,2,1,obj1,82.13800753242639,494.5274504431859,True,2
Basic_v2,2,2,obj1,513.9592344319987,489.7998225033503,True,2
Basic_v2,3,1,obj1,519.1908892786197,510.57248514464635,True,1
Basic_v2,4,1,obj1,499.0,578.0,True,1
Basic_v2,5,1,obj1,287.30053803245266,303.9798416325885,True,5
Basic_v2,5,2,obj3,556.782290943128,560.0939673006279,True,5
Basic_v2,5,3,obj1,176.66183076156432,538.8071837435534,True,5
Basic_v2,5,4,obj1,502.6351972250403,373.8160694233964,True,5
Basic_v2,5,5,obj1,507.8368750594684,567.0741150550464,True,5
Basic_v2,6,1,obj3,506.0,427.0,True,6
Basic_v2,6,2,obj2,532.0,400.0,True,6
Basic_v2,6,3,obj1,524.3376130257946,536.791774796175,True,6
Basic_v2,6,4,obj1,523.8105401933664,519.5126049463638,True,6
Basic_v2,6,5,obj3,510.0,383.0,True,6
Basic_v2,6,6,obj1,498.83595605784,521.2720687704922,True,6
Basic_v2,7,1,obj1,521.0847820041779,527.0696591359117,True,1
Basic_v2,8,1,obj1,480.5662696247377,555.9159398231711,False,11
Basic_v2,8,2,obj2,532.1273117818197,521.844261054214,False,11
Basic_v2,8,3,obj2,513.125176989515,287.55086379190425,False,11
Basic_v2,8,4,obj3,529.7559966128384,441.75196294384045,False,11
Basic_v2,8,5,obj1,522.1447178973317,532.388325727587,False,11
Basic_v2,8,6,obj1,548.0856496271255,341.7542912867361,False,11
Basic_v2,8,7,obj2,513.0,302.0,False,11
Basic_v2,8,8,obj1,513.0,382.0,False,11
Basic_v2,8,9,obj1,523.2273430995541,355.95877620648923,False,11
Basic_v2,8,10,obj1,528.0055073725769,365.98090090644433,False,11
Basic_v2,8,11,obj2,495.0,314.0,False,11
Basic_v2,9,1,obj1,515.4430295755337,510.685329027205,True,1
Basic_v2,10,1,obj2,492.80712432646425,483.05428153738825,True,5
Basic_v2,10,2,obj2,474.5704455072069,436.47404651987586,True,5
Basic_v2,10,3,obj2,496.0,538.0,True,5
Basic_v2,10,4,obj1,528.0,256.0,True,5
Basic_v2,10,5,obj1,514.0,560.0,True,5
Basic_v2,11,1,obj1,497.0374327232545,499.8902786652535,True,10
Basic_v2,11,2,obj2,492.0,363.0,True,10
Basic_v2,11,3,obj2,494.9103186020964,497.6467257219578,True,10
Basic_v2,11,4,obj2,522.0,562.0,True,10
Basic_v2,11,5,obj2,175.2138457618474,455.4844115922395,True,10
Basic_v2,11,6,obj2,416.06320904217245,256.5844993231635,True,10
Basic_v2,11,7,obj2,454.78197517522324,539.6508793226361,True,10
Basic_v2,11,8,obj2,559.3528812692515,460.9175659092861,True,10
Basic_v2,11,9,obj2,563.6120245975417,222.26103655568045,True,10
Basic_v2,11,10,obj1,520.0,483.0,True,10
Basic_v2,12,1,obj2,518.0,525.0,True,3
Basic_v2,12,2,obj1,521.9784528056471,504.2763002966046,True,3
Basic_v2,12,3,obj1,514.2891190458595,511.5637992772739,True,3
Basic_v2,13,1,obj1,518.1668533413527,500.6677750253827,True,1
Basic_v2,14,1,obj1,197.4006095116822,540.0250510568551,False,11
Basic_v2,14,2,obj1,525.0,453.0,False,11
Basic_v2,14,3,obj3,509.9088275336114,519.819535818259,False,11
Basic_v2,14,4,obj2,157.52889385449998,195.74075857985022,False,11
Basic_v2,14,5,obj2,48.18889734636588,187.57493633099648,False,11
Basic_v2,14,6,obj3,518.0,507.0,False,11
Basic_v2,14,7,obj2,497.0,441.0,False,11
Basic_v2,14,8,obj2,533.0,379.0,False,11
Basic_v2,14,9,obj2,515.6485357146296,286.9605099539367,False,11
Basic_v2,14,10,obj2,524.0,254.0,False,11
Basic_v2,14,11,obj2,514.7225315904343,334.49701162829865,False,11
Basic_v2,15,1,obj1,431.1847561530713,332.54330805317187,False,11
Basic_v2,15,2,obj3,524.0,315.0,False,11
Basic_v2,15,3,obj1,563.1342970647586,539.5381139819705,False,11
Basic_v2,15,4,obj1,352.42497345284323,380.8830958928086,False,11
Basic_v2,15,5,obj1,536.7078072538065,294.1998829460281,False,11
Basic_v2,15,6,obj2,531.3366583247697,549.829461386946,False,11
Basic_v2,15,7,obj2,203.53867224954914,476.8621018890954,False,11
Basic_v2,15,8,obj2,307.48249031275105,441.14428480107534,False,11
Basic_v2,15,9,obj2,509.2580565018685,455.2588232977833,False,11
Basic_v2,15,10,obj2,489.4285558633597,488.69598367609075,False,11
Basic_v2,15,11,obj2,421.94776820130716,505.45809146908346,False,11
Basic_v2,16,1,obj1,533.6611534681596,533.8367166025107,True,2
Basic_v2,16,2,obj1,500.0,553.0,True,2
Basic_v2,17,1,obj1,546.4541461791898,551.3097022736374,True,9
Basic_v2,17,2,obj1,548.9991410964014,577.6257538202393,True,9
Basic_v2,17,3,obj1,42.964883162841936,426.8777624674747,True,9
Basic_v2,17,4,obj3,552.6223399431922,545.6483137545292,True,9
Basic_v2,17,5,obj3,434.7567718565826,446.6076614031775,True,9
Basic_v2,17,6,obj1,507.0,463.0,True,9
Basic_v2,17,7,obj3,137.62137705487183,353.394472245462,True,9
Basic_v2,17,8,obj1,519.9535691127952,327.84356173352904,True,9
Basic_v2,17,9,obj1,512.0,529.0,True,9
Basic_v2,18,1,obj1,532.5515762358269,529.6351242456747,True,2
Basic_v2,18,2,obj1,519.0,470.0,True,2
Basic_v2,19,1,obj1,508.0,258.0,True,2
Basic_v2,19,2,obj1,511.75571383148036,506.65124839312125,True,2
Basic_v2,20,1,obj1,523.4889899744223,539.3802387040637,False,11
Basic_v2,20,2,obj1,526.6258136330613,527.0597997612724,False,11
Basic_v2,20,3,obj1,526.2957185068428,535.8377390262063,False,11
Basic_v2,20,4,obj1,531.907817790924,526.1872112273041,False,11
Basic_v2,20,5,obj1,529.0,513.0,False,11
Basic_v2,20,6,obj1,90.8954253911109,294.6032002144933,False,11
Basic_v2,20,7,obj1,379.81417687057433,296.293181063814,False,11
Basic_v2,20,8,obj1,505.8818484609276,331.284916758647,False,11
Basic_v2,20,9,obj1,140.26771312147227,289.4181354251531,False,11
Basic_v2,20,10,obj1,243.92205341791623,528.1843241423729,False,11
Basic_v2,20,11,obj3,504.0,498.0,False,11
Basic_v2,21,1,obj1,512.4482337776828,532.4395708540771,True,1
Basic_v2,22,1,obj1,289.96445770540737,495.26299398034445,False,11
Basic_v2,22,2,obj3,531.5670066936308,482.2919687935455,False,11
Basic_v2,22,3,obj3,75.50051229312528,509.2292233998451,False,11
Basic_v2,22,4,obj2,529.9929533845662,526.2234546123076,False,11
Basic_v2,22,5,obj2,481.542391876986,343.8327266372512,False,11
Basic_v2,22,6,obj2,473.32212009814015,577.9405938021505,False,11
Basic_v2,22,7,obj2,520.5087427599769,493.83315722404575,False,11
Basic_v2,22,8,obj3,452.7800302517573,439.225815815017,False,11
Basic_v2,22,9,obj3,414.37106373011613,445.7384315134374,False,11
Basic_v2,22,10,obj3,397.541791871566,231.33096405229395,False,11
Basic_v2,22,11,obj3,528.25769459305,333.97508327567755,False,11
Basic_v2,23,1,obj1,497.0856285639894,360.8049821794043,False,11
Basic_v2,23,2,obj1,494.85842444067316,488.29621749798184,False,11
