game_name,game iter,trial_no,tool,posx,posy,success,total_attempt
Backup,0,1,obj2,254.0,527.0,True,1
Backup,1,1,obj2,221.53246931555424,212.77936340251446,True,9
Backup,1,2,obj2,230.9073025454928,254.39227583173025,True,9
Backup,1,3,obj2,143.50295240067297,158.32386700283627,True,9
Backup,1,4,obj2,184.9803964944506,206.45401661766897,True,9
Backup,1,5,obj2,283.97445953818755,270.58117075404937,True,9
Backup,1,6,obj2,216.0,218.0,True,9
Backup,1,7,obj3,220.1968280462155,217.98581589241417,True,9
Backup,1,8,obj3,531.6884131921063,461.4897399483301,True,9
Backup,1,9,obj1,254.0,463.0,True,9
Backup,2,1,obj1,213.80731495132852,214.84078986523875,True,11
Backup,2,2,obj1,212.0,231.0,True,11
Backup,2,3,obj3,249.05117260276975,247.41781402485265,True,11
Backup,2,4,obj1,352.05842907153345,289.56636500670805,True,11
Backup,2,5,obj1,39.68116609373277,341.8896658302399,True,11
Backup,2,6,obj2,120.52588857503372,458.2010664072345,True,11
Backup,2,7,obj2,421.46669926979393,193.02975577536358,True,11
Backup,2,8,obj2,346.2210487973925,143.21354798551317,True,11
Backup,2,9,obj3,150.45976393450658,496.36056181163195,True,11
Backup,2,10,obj3,369.1577221927969,298.7991526902552,True,11
Backup,2,11,obj3,255.94698916337353,499.9456443928825,True,11
Backup,3,1,obj3,252.0,278.0,True,3
Backup,3,2,obj1,253.71121146735987,265.98376504414574,True,3
Backup,3,3,obj1,263.0,484.0,True,3
Backup,4,1,obj1,470.28984386548854,533.669804264956,True,2
Backup,4,2,obj2,257.0,528.0,True,2
Backup,5,1,obj1,222.6101337304919,212.87178925893795,True,10
Backup,5,2,obj1,545.2771740208716,240.77049182392312,True,10
Backup,5,3,obj1,450.0255345844855,193.41959227016653,True,10
Backup,5,4,obj1,399.7634524677634,410.2399488740929,True,10
Backup,5,5,obj1,216.0,239.0,True,10
Backup,5,6,obj1,481.45509288749423,436.8712336918759,True,10
Backup,5,7,obj1,248.8708450267739,299.6414640719491,True,10
Backup,5,8,obj1,428.3658708948359,87.53440289854979,True,10
Backup,5,9,obj1,557.1748840152711,218.56474545107636,True,10
Backup,5,10,obj1,268.0,494.0,True,10
Backup,6,1,obj1,245.0,252.0,False,11
Backup,6,2,obj1,224.0,539.0,False,11
Backup,6,3,obj2,270.1659268814143,142.08796641727295,False,11
Backup,6,4,obj2,270.28091664703857,271.10694634930155,False,11
Backup,6,5,obj2,206.8936776433286,186.81368582356157,False,11
Backup,6,6,obj2,245.0,295.0,False,11
Backup,6,7,obj3,218.0,276.0,False,11
Backup,6,8,obj1,224.0,558.0,False,11
Backup,6,9,obj3,268.0,504.0,False,11
Backup,6,10,obj1,244.0,238.0,False,11
Backup,6,11,obj3,209.8728406506392,168.266038168932,False,11
Backup,7,1,obj1,231.11730161888522,496.58502882556746,True,5
Backup,7,2,obj1,235.69725600708935,148.1393698693212,True,5
Backup,7,3,obj1,229.8342844193773,123.37615389439352,True,5
Backup,7,4,obj1,237.9470218829525,237.4539073290032,True,5
Backup,7,5,obj1,265.0,543.0,True,5
Backup,8,1,obj1,231.5599681494998,235.72728831621538,True,11
Backup,8,2,obj1,368.17211843954203,206.15396293765525,True,11
Backup,8,3,obj1,147.15623556641324,230.2247100001961,True,11
Backup,8,4,obj1,44.299246106142334,517.8465439803972,True,11
Backup,8,5,obj1,89.10582858867153,527.2616924432754,True,11
Backup,8,6,obj1,558.3380163440445,373.5129855875352,True,11
Backup,8,7,obj1,286.6211382084385,321.5354037853178,True,11
