game_name,game iter,trial_no,tool,posx,posy,success,total_attempt
catapult,0,1,obj2,129.0,503.0,True,1
catapult,1,1,obj1,506.89235003908095,516.7048553905095,True,5
catapult,1,2,obj3,135.13694435226247,287.40758748843405,True,5
catapult,1,3,obj2,121.0,473.0,True,5
catapult,1,4,obj1,552.5127610197361,256.0887708196697,True,5
catapult,1,5,obj2,121.0,556.0,True,5
catapult,2,1,obj2,129.0,493.0,True,1
catapult,3,1,obj1,59.53585895002092,393.18323746298097,True,1
catapult,4,1,obj1,62.02755607904548,491.5130873542916,True,1
catapult,5,1,obj1,41.9594565239441,528.671830841128,True,1
catapult,6,1,obj1,562.794414781567,256.2674113721614,True,11
catapult,6,2,obj3,159.0,404.0,True,11
catapult,6,3,obj1,122.0,563.0,True,11
catapult,6,4,obj2,150.0,313.0,True,11
catapult,6,5,obj1,320.1576709417407,477.69645789809084,True,11
catapult,6,6,obj1,106.43667459117901,457.11059717041735,True,11
catapult,6,7,obj3,120.0,486.0,True,11
catapult,6,8,obj1,132.9706738718241,489.8145407033571,True,11
catapult,6,9,obj3,115.0,329.0,True,11
catapult,6,10,obj1,502.73202753076515,179.31645697477538,True,11
catapult,6,11,obj1,82.40769876004165,373.28657756300635,True,11
catapult,7,1,obj1,40.995204442657425,338.8862613255244,True,9
catapult,7,2,obj1,348.668474010326,383.30459349666626,True,9
catapult,7,3,obj1,370.82706553360083,330.77010363923347,True,9
catapult,7,4,obj3,152.0,387.0,True,9
catapult,7,5,obj1,458.3988569118673,162.66086839514062,True,9
catapult,7,6,obj3,145.0,476.0,True,9
catapult,7,7,obj1,117.04331376992741,462.17341335152094,True,9
catapult,7,8,obj1,79.9557947073512,282.0490795718623,True,9
catapult,7,9,obj1,59.92641042504516,453.5678685421041,True,9
catapult,8,1,obj1,119.0,454.0,True,4
catapult,8,2,obj3,143.0,420.0,True,4
catapult,8,3,obj3,145.0,469.0,True,4
catapult,8,4,obj1,66.7773256494628,331.0512270115147,True,4
catapult,9,1,obj2,136.0,441.0,True,10
catapult,9,2,obj3,362.9129151237088,172.6535740556945,True,10
catapult,9,3,obj3,431.49696955260526,235.67277354338705,True,10
catapult,9,4,obj3,313.06046028987384,253.0347959869904,True,10
catapult,9,5,obj3,472.1684150206115,225.92224776728443,True,10
catapult,9,6,obj1,122.0,426.0,True,10
catapult,9,7,obj3,232.9879444475193,393.61096941416054,True,10
catapult,9,8,obj1,134.0,426.0,True,10
catapult,9,9,obj3,147.9117465726403,382.61178657586987,True,10
catapult,9,10,obj1,90.53793580146747,430.9439376560494,True,10
catapult,10,1,obj1,225.1264311726366,227.20683271594342,True,4
catapult,10,2,obj1,128.0,475.0,True,4
catapult,10,3,obj1,511.53953543813896,461.06000825734054,True,4
catapult,10,4,obj1,55.11803659408196,309.1264160010936,True,4
catapult,11,1,obj1,65.17927396663063,327.52628032886196,True,1
catapult,12,1,obj1,100.53085220003592,546.2666231605583,True,1
catapult,13,1,obj1,403.1142852069725,422.56048317348507,True,8
catapult,13,2,obj1,381.12252441400807,398.04693346136605,True,8
catapult,13,3,obj1,407.5411352618276,433.4159603264832,True,8
catapult,13,4,obj3,124.0,518.0,True,8
catapult,13,5,obj1,456.61365087255734,415.41872078233126,True,8
catapult,13,6,obj1,520.751446515407,473.964968531171,True,8
catapult,13,7,obj1,565.8620272010534,126.2776790945747,True,8
catapult,13,8,obj2,128.0,550.0,True,8
catapult,14,1,obj3,167.0,490.0,True,2
catapult,14,2,obj2,133.0,377.0,True,2
catapult,15,1,obj1,51.35311112975509,392.5469634301945,True,1
catapult,16,1,obj2,124.0,454.0,False,11
catapult,16,2,obj1,422.9816184453899,437.99542202866945,False,11
catapult,16,3,obj3,141.73121884694984,491.92834707330877,False,11
catapult,16,4,obj1,346.2343836364497,130.15864965298778,False,11
catapult,16,5,obj1,379.5806664661366,373.1593476885475,False,11
catapult,16,6,obj1,373.222674925443,378.409704401546,False,11
catapult,16,7,obj1,461.0427105882983,347.4875345100498,False,11
catapult,16,8,obj1,430.06018605028953,517.3733771518365,False,11
catapult,16,9,obj1,396.31201258893765,355.2396144298972,False,11
catapult,16,10,obj1,110.42919160692793,440.42036618286477,False,11
catapult,16,11,obj1,418.24891803642623,278.8998703800603,False,11
catapult,17,1,obj1,516.1470722800677,519.9578643952224,True,11
catapult,17,2,obj1,526.563487697809,521.973344290848,True,11
catapult,17,3,obj1,521.6613254848191,512.3112689671617,True,11
catapult,17,4,obj1,507.0974972495643,513.7517147827858,True,11
catapult,17,5,obj1,292.64663844515326,440.86926117232997,True,11
catapult,17,6,obj1,248.99948339059927,284.95888760702627,True,11
catapult,17,7,obj1,134.49297760001588,333.049732539503,True,11
catapult,17,8,obj3,149.0,493.0,True,11
catapult,17,9,obj1,111.50708263845019,496.9255420155515,True,11
catapult,17,10,obj1,118.41678996060348,556.659188664193,True,11
catapult,17,11,obj2,128.0,467.0,True,11
catapult,18,1,obj1,85.38292688043433,281.87634937182065,True,7
catapult,18,2,obj1,130.0,549.0,True,7
catapult,18,3,obj1,320.0490757348205,327.163512256677,True,7
catapult,18,4,obj3,132.0,401.0,True,7
catapult,18,5,obj1,337.35431237355664,321.4290774461661,True,7
catapult,18,6,obj1,340.55068545388434,340.3385101836257,True,7
catapult,18,7,obj2,130.0,443.0,True,7
catapult,19,1,obj1,76.92849671920622,372.229585426172,True,1
catapult,20,1,obj2,135.0,374.0,True,1
catapult,21,1,obj1,510.4202132459103,551.6704381556705,True,8
catapult,21,2,obj3,120.0,321.0,True,8
catapult,21,3,obj1,148.0,400.0,True,8
catapult,21,4,obj1,350.78765225920245,128.48788361672555,True,8
catapult,21,5,obj1,346.29674770501225,136.4839660623465,True,8
catapult,21,6,obj3,117.48031129339654,454.7916943731364,True,8
catapult,21,7,obj3,128.0,314.0,True,8
catapult,21,8,obj2,133.0,454.0,True,8
catapult,22,1,obj1,161.0,466.0,True,3
catapult,22,2,obj1,128.0,570.0,True,3
catapult,22,3,obj2,132.0,428.0,True,3
catapult,23,1,obj1,84.97340959046899,512.9493044378137,True,1
catapult,24,1,obj1,46.51311449580133,418.6682970625312,True,1
